timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-07T23:51:33,codecarbon,37fe0e4b-dac8-416d-8b37-4596b32ae5ef,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.6615357999980915,3.796122762122769e-05,2.2847071740055973e-05,520.0,65.911451001505,10.0,0.00023985998111117322,3.0403357655917063e-05,4.604898333329604e-06,0.00027486823710041986,Belgium,BEL,wallonia,,,Windows-11-10.0.26100-SP0,3.12.10,3.0.1,16,AMD Ryzen 7 3700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,4.4472,50.4102,15.92520523071289,machine,N,1.0
