timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-07T20:47:57,codecarbon,65727702-3093-4297-9439-649aa6147047,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3050102999986848,3.2908861997006845e-05,2.5217319738426595e-05,520.0,127.89971152510637,10.0,0.00018834612333351591,4.632670372806125e-05,3.6124300000261025e-06,0.00023828525706160326,Belgium,BEL,wallonia,,,Windows-11-10.0.26100-SP0,3.12.10,3.0.1,16,AMD Ryzen 7 3700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,4.4472,50.4102,15.92520523071289,machine,N,1.0
